zipcode,Build_Small,Build_Medium,Build_Large,New_Total,U5_From_New,New_U5,Existing_Total,Expand_Total,Need_Total,Meet_Total_Demand,Existing_U5,Expand_U5,Need_U5,Meet_U5_Demand,Desert_Eliminated,Cost_Build,Cost_ExpandBase,Cost_U5_Equip
11771,0,0,3,1200,536,536,220,0,535,TRUE,52.4,0,588,TRUE,TRUE,345000,0,53600
11772,0,0,6,2400,1157,1157,954,0,2074,TRUE,492,0,1649,TRUE,TRUE,690000,0,115700
11778,1,0,2,900,450,450,305,43,720,TRUE,99,43,592,TRUE,TRUE,295000,25166.3747,49300
11779,0,0,2,800,400,400,1776,141,1853,TRUE,847,141,1388,TRUE,TRUE,230000,42680.27019,54100
11780,0,0,2,800,339,339,172,0,652,TRUE,27.8,0,366,TRUE,TRUE,230000,0,33900
11782,1,0,2,900,450,450,399,21,824,TRUE,60,21,531,TRUE,TRUE,295000,8605.959941,47100
11783,0,0,2,800,365,365,601,0,969,TRUE,243.4,0,608,TRUE,TRUE,230000,0,36500
11784,0,0,5,2000,1000,1000,461,40,1334,TRUE,78.6,40,1118,TRUE,TRUE,575000,19042.85714,104000
11786,0,1,0,200,84,84,173,0,350,TRUE,68.2,0,152,TRUE,TRUE,95000,0,8400
11788,0,0,1,400,200,200,698,75,775,TRUE,425,75,700,TRUE,TRUE,115000,34871.31638,27500
11789,0,0,1,400,130,130,0,0,363,TRUE,0,0,130,TRUE,TRUE,115000,,13000
11790,0,0,1,400,200,200,296,44,595,TRUE,211.2,44,455,TRUE,TRUE,115000,26793.20713,24400
11791,0,0,0,0,0,0,1488,80,1568,TRUE,769.6,0,709,TRUE,TRUE,0,24450.99021,0
11792,0,0,1,400,169,169,267,0,393,TRUE,105,0,274,TRUE,TRUE,115000,0,16900
11793,0,0,3,1200,600,600,826,56,1584,TRUE,390.8,56,1046,TRUE,TRUE,345000,21462.86991,65600
11795,0,0,3,1200,575,575,706,0,1177,TRUE,365.6,0,940,TRUE,TRUE,345000,0,57500
11796,0,0,1,400,143,143,55,0,178,TRUE,0,0,143,TRUE,TRUE,115000,0,14300
11801,0,0,2,800,400,400,1427,171,1692,TRUE,483.8,171,1054,TRUE,TRUE,230000,102121.0914,57100
11804,0,0,1,400,196,196,0,0,284,TRUE,0,0,196,TRUE,TRUE,115000,,19600
11930,1,0,0,100,12,12,0,0,18,TRUE,0,0,12,TRUE,TRUE,65000,,1200
11932,1,0,0,100,0,0,16,0,57,TRUE,9.6,0,0,TRUE,TRUE,65000,0,0
11933,0,0,1,400,182,182,125,0,259,TRUE,0,0,182,TRUE,TRUE,115000,0,18200
11934,1,0,1,500,250,250,278,3,478,TRUE,102.2,3,355,TRUE,TRUE,180000,1212.244898,25300
11935,1,0,0,100,0,0,78,0,146,TRUE,33.6,0,29,TRUE,TRUE,65000,0,0
11937,0,0,4,1600,785,785,623,0,1034,TRUE,101.8,0,886,TRUE,TRUE,460000,0,78500
11939,1,0,0,100,25,25,0,0,29,TRUE,0,0,25,TRUE,TRUE,65000,,2500
11940,0,0,1,400,179,179,151,0,283,TRUE,0,0,179,TRUE,TRUE,115000,0,17900
11941,0,1,0,200,80,80,16,0,120,TRUE,0,0,80,TRUE,TRUE,95000,0,8000
11942,0,0,1,400,129,129,0,0,184,TRUE,0,0,129,TRUE,TRUE,115000,,12900
11944,0,1,0,200,56,56,0,0,130,TRUE,0,0,56,TRUE,TRUE,95000,,5600
11946,0,0,3,1200,600,600,113,1,731,TRUE,26.4,1,627,TRUE,TRUE,345000,527.8688525,60100
11947,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
11949,0,1,1,600,300,300,129,12,523,TRUE,72.6,12,384,TRUE,TRUE,210000,4260.465116,31200
11951,0,0,4,1600,752,752,187,0,1493,TRUE,64.2,0,816,TRUE,TRUE,460000,0,75200
11952,0,1,0,200,98,98,0,0,161,TRUE,0,0,98,TRUE,TRUE,95000,,9800
11954,0,0,1,400,123,123,59,0,299,TRUE,47.8,0,170,TRUE,TRUE,115000,0,12300
11956,1,0,0,100,9,9,0,0,6,TRUE,0,0,9,TRUE,TRUE,65000,,900
11957,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
11958,1,0,0,100,26,26,0,0,47,TRUE,0,0,26,TRUE,TRUE,65000,,2600
11959,1,0,0,100,8,8,26,0,33,TRUE,20.4,0,28,TRUE,TRUE,65000,0,800
11961,0,1,1,600,278,278,98,0,512,TRUE,0,0,278,TRUE,TRUE,210000,0,27800
11963,0,0,1,400,200,200,108,18,407,TRUE,0,18,218,TRUE,TRUE,115000,14853.33333,21800
11964,0,1,1,600,253,253,0,0,205,TRUE,0,0,253,TRUE,TRUE,210000,,25300
11965,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
11967,0,0,4,1600,771,771,515,0,1370,TRUE,69.6,0,840,TRUE,TRUE,460000,0,77100
11968,0,0,1,400,200,200,223,1,567,TRUE,157.8,1,358,TRUE,TRUE,115000,385.1851852,20100
11970,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
11971,0,0,1,400,165,165,172,0,389,TRUE,79.2,0,244,TRUE,TRUE,115000,0,16500
11972,1,0,0,100,0,0,0,0,22,TRUE,0,0,0,TRUE,TRUE,65000,,0
11976,0,1,0,200,68,68,0,0,70,TRUE,0,0,68,TRUE,TRUE,95000,,6800
11977,1,0,0,100,19,19,121,0,160,TRUE,101,0,120,TRUE,TRUE,65000,0,1900
12007,1,0,0,100,0,0,0,0,28,TRUE,0,0,0,TRUE,TRUE,65000,,0
12008,1,0,0,100,29,29,0,0,41,TRUE,0,0,29,TRUE,TRUE,65000,,2900
12009,0,1,1,600,280,280,88,0,410,TRUE,0,0,280,TRUE,TRUE,210000,0,28000
12010,0,0,3,1200,595,595,1069,0,2155,TRUE,417.8,0,1012,TRUE,TRUE,345000,0,59500
12015,0,1,0,200,84,84,0,0,158,TRUE,0,0,84,TRUE,TRUE,95000,,8400
12017,1,0,0,100,0,0,0,0,7,TRUE,0,0,0,TRUE,TRUE,65000,,0
12018,0,0,2,800,318,318,68,0,370,TRUE,0,0,318,TRUE,TRUE,230000,0,31800
12019,0,0,2,800,400,400,244,2,700,TRUE,0,2,402,TRUE,TRUE,230000,1309.090722,40200
12020,0,1,0,200,100,100,1335,27,1558,TRUE,598,27,725,TRUE,TRUE,95000,8302.063544,12700
12022,1,0,0,100,32,32,20,0,65,TRUE,0,0,32,TRUE,TRUE,65000,0,3200
12023,0,1,0,200,96,96,0,0,133,TRUE,0,0,96,TRUE,TRUE,95000,,9600
12024,1,0,0,100,0,0,0,0,1,TRUE,0,0,0,TRUE,TRUE,65000,,0
12025,0,0,1,400,184,184,0,0,191,TRUE,0,0,184,TRUE,TRUE,115000,,18400
12027,0,1,0,200,82,82,133,0,223,TRUE,83.2,0,165,TRUE,TRUE,95000,0,8200
12028,1,0,0,100,38,38,16,0,74,TRUE,0,0,38,TRUE,TRUE,65000,0,3800
12029,1,0,0,100,7,7,0,0,19,TRUE,0,0,7,TRUE,TRUE,65000,,700
12031,1,0,0,100,17,17,0,0,10,TRUE,0,0,17,TRUE,TRUE,65000,,1700
12032,1,0,0,100,15,15,0,0,26,TRUE,0,0,15,TRUE,TRUE,65000,,1500
12035,1,0,0,100,0,0,0,0,24,TRUE,0,0,0,TRUE,TRUE,65000,,0
12036,1,0,0,100,22,22,0,0,26,TRUE,0,0,22,TRUE,TRUE,65000,,2200
12037,0,0,1,400,152,152,68,0,175,TRUE,0,0,152,TRUE,TRUE,115000,0,15200
12040,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12041,1,0,0,100,0,0,0,0,3,TRUE,0,0,0,TRUE,TRUE,65000,,0
12042,1,0,0,100,0,0,0,0,10,TRUE,0,0,0,TRUE,TRUE,65000,,0
12045,1,0,0,100,22,22,20,0,30,TRUE,0,0,22,TRUE,TRUE,65000,0,2200
12046,1,0,0,100,19,19,0,0,41,TRUE,0,0,19,TRUE,TRUE,65000,,1900
12047,0,0,3,1200,569,569,565,0,1286,TRUE,214,0,783,TRUE,TRUE,345000,0,56900
12051,0,0,1,400,162,162,52,0,191,TRUE,13.2,0,175,TRUE,TRUE,115000,0,16200
12052,0,1,0,200,86,86,0,0,80,TRUE,0,0,86,TRUE,TRUE,95000,,8600
12053,1,0,0,100,48,48,124,0,172,TRUE,36.8,0,84,TRUE,TRUE,65000,0,4800
12057,0,1,0,200,89,89,16,0,82,TRUE,0,0,89,TRUE,TRUE,95000,0,8900
12058,1,0,0,100,0,0,0,0,42,TRUE,0,0,0,TRUE,TRUE,65000,,0
12059,1,0,0,100,14,14,0,0,49,TRUE,0,0,14,TRUE,TRUE,65000,,1400
12060,1,0,0,100,14,14,0,0,45,TRUE,0,0,14,TRUE,TRUE,65000,,1400
12062,1,0,0,100,38,38,0,0,46,TRUE,0,0,38,TRUE,TRUE,65000,,3800
12063,1,0,0,100,18,18,0,0,16,TRUE,0,0,18,TRUE,TRUE,65000,,1800
12064,1,0,0,100,10,10,0,0,10,TRUE,0,0,10,TRUE,TRUE,65000,,1000
12066,0,0,1,400,101,101,0,0,99,TRUE,0,0,101,TRUE,TRUE,115000,,10100
12067,1,0,0,100,35,35,16,0,75,TRUE,0,0,35,TRUE,TRUE,65000,0,3500
12069,1,0,0,100,17,17,0,0,17,TRUE,0,0,17,TRUE,TRUE,65000,,1700
12070,1,0,0,100,29,29,0,0,65,TRUE,0,0,29,TRUE,TRUE,65000,,2900
12071,1,0,0,100,10,10,0,0,16,TRUE,0,0,10,TRUE,TRUE,65000,,1000
12072,0,0,1,400,150,150,0,0,196,TRUE,0,0,150,TRUE,TRUE,115000,,15000
12075,1,0,0,100,48,48,0,0,77,TRUE,0,0,48,TRUE,TRUE,65000,,4800
12076,1,0,0,100,22,22,0,0,45,TRUE,0,0,22,TRUE,TRUE,65000,,2200
12077,0,1,1,600,300,300,172,0,354,TRUE,66.6,0,366,TRUE,TRUE,210000,0,30000
12078,0,0,3,1200,600,600,656,48,1739,TRUE,152.4,48,800,TRUE,TRUE,345000,17977.30244,64800
12082,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12083,0,1,0,200,84,84,139,0,223,TRUE,28.8,0,112,TRUE,TRUE,95000,0,8400
12084,0,0,1,400,192,192,140,0,278,TRUE,0,0,192,TRUE,TRUE,115000,0,19200
12087,1,0,0,100,34,34,0,0,45,TRUE,0,0,34,TRUE,TRUE,65000,,3400
12090,1,0,1,500,250,250,76,1,375,TRUE,52,1,303,TRUE,TRUE,180000,463.1578947,25100
12092,1,0,0,100,30,30,0,0,57,TRUE,0,0,30,TRUE,TRUE,65000,,3000
12093,1,0,0,100,36,36,16,0,55,TRUE,0,0,36,TRUE,TRUE,65000,0,3600
12094,0,1,0,200,54,54,0,0,132,TRUE,0,0,54,TRUE,TRUE,95000,,5400
12106,1,0,0,100,39,39,0,0,71,TRUE,0,0,39,TRUE,TRUE,65000,,3900
12108,1,0,0,100,7,7,0,0,7,TRUE,0,0,7,TRUE,TRUE,65000,,700
12115,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12116,1,0,0,100,36,36,8,0,66,TRUE,0,0,36,TRUE,TRUE,65000,0,3600
12117,0,1,0,200,77,77,23,0,97,TRUE,9,0,86,TRUE,TRUE,95000,0,7700
12120,1,0,0,100,24,24,8,0,26,TRUE,0,0,24,TRUE,TRUE,65000,0,2400
12121,0,1,0,200,81,81,0,0,108,TRUE,0,0,81,TRUE,TRUE,95000,,8100
12123,0,0,1,400,177,177,160,0,244,TRUE,54.8,0,231,TRUE,TRUE,115000,0,17700
12125,1,0,0,100,32,32,0,0,55,TRUE,0,0,32,TRUE,TRUE,65000,,3200
12130,1,0,0,100,6,6,0,0,53,TRUE,0,0,6,TRUE,TRUE,65000,,600
12131,1,0,0,100,12,12,0,0,12,TRUE,0,0,12,TRUE,TRUE,65000,,1200
12132,1,0,0,100,9,9,0,0,7,TRUE,0,0,9,TRUE,TRUE,65000,,900
12134,0,0,1,400,119,119,80,0,168,TRUE,0,0,119,TRUE,TRUE,115000,0,11900
12137,0,1,0,200,55,55,8,0,105,TRUE,0,0,55,TRUE,TRUE,95000,0,5500
12138,0,1,0,200,78,78,16,0,114,TRUE,0,0,78,TRUE,TRUE,95000,0,7800
12139,1,0,0,100,9,9,0,0,10,TRUE,0,0,9,TRUE,TRUE,65000,,900
12140,0,1,0,200,65,65,52,0,76,TRUE,0,0,65,TRUE,TRUE,95000,0,6500
12147,1,0,0,100,0,0,0,0,16,TRUE,0,0,0,TRUE,TRUE,65000,,0
12148,0,1,0,200,100,100,68,8,163,TRUE,0,8,108,TRUE,TRUE,95000,5466.666667,10800
12149,0,1,0,200,69,69,40,0,161,TRUE,0,0,69,TRUE,TRUE,95000,0,6900
12150,1,0,0,100,45,45,0,0,34,TRUE,0,0,45,TRUE,TRUE,65000,,4500
12151,1,0,0,100,36,36,8,0,61,TRUE,0,0,36,TRUE,TRUE,65000,0,3600
12153,1,0,0,100,4,4,0,0,65,TRUE,0,0,4,TRUE,TRUE,65000,,400
12154,0,1,0,200,66,66,68,0,97,TRUE,0,0,66,TRUE,TRUE,95000,0,6600
12155,1,0,0,100,0,0,68,0,101,TRUE,26.4,0,13,TRUE,TRUE,65000,0,0
12156,1,0,0,100,28,28,0,0,49,TRUE,0,0,28,TRUE,TRUE,65000,,2800
12159,0,1,0,200,100,100,118,13,301,TRUE,98,13,211,TRUE,TRUE,95000,5523.389831,11300
12161,1,0,0,100,6,6,0,0,3,TRUE,0,0,6,TRUE,TRUE,65000,,600
12164,1,0,0,100,5,5,0,0,10,TRUE,0,0,5,TRUE,TRUE,65000,,500
12165,1,0,0,100,10,10,0,0,11,TRUE,0,0,10,TRUE,TRUE,65000,,1000
12166,0,1,0,200,80,80,0,0,98,TRUE,0,0,80,TRUE,TRUE,95000,,8000
12167,0,1,0,200,64,64,16,0,115,TRUE,0,0,64,TRUE,TRUE,95000,0,6400
12168,1,0,0,100,50,50,0,0,72,TRUE,0,0,50,TRUE,TRUE,65000,,5000
12169,1,0,0,100,7,7,0,0,31,TRUE,0,0,7,TRUE,TRUE,65000,,700
12170,0,0,1,400,186,186,159,0,238,TRUE,37.2,0,223,TRUE,TRUE,115000,0,18600
12173,0,1,0,200,60,60,0,0,127,TRUE,0,0,60,TRUE,TRUE,95000,,6000
12174,1,0,0,100,10,10,0,0,17,TRUE,0,0,10,TRUE,TRUE,65000,,1000
12175,1,0,0,100,18,18,0,0,46,TRUE,0,0,18,TRUE,TRUE,65000,,1800
12176,1,0,0,100,14,14,0,0,12,TRUE,0,0,14,TRUE,TRUE,65000,,1400
12177,1,0,0,100,29,29,0,0,18,TRUE,0,0,29,TRUE,TRUE,65000,,2900
12183,0,0,1,400,164,164,16,0,200,TRUE,0,0,164,TRUE,TRUE,115000,0,16400
12184,0,0,1,400,163,163,230,0,343,TRUE,69.6,0,232,TRUE,TRUE,115000,0,16300
12185,0,1,0,200,58,58,0,0,70,TRUE,0,0,58,TRUE,TRUE,95000,,5800
12186,0,1,0,200,100,100,225,23,231,TRUE,37,23,160,TRUE,TRUE,95000,9579.229499,12300
12187,1,0,0,100,14,14,16,0,17,TRUE,0,0,14,TRUE,TRUE,65000,0,1400
12188,1,0,1,500,250,250,146,2,487,TRUE,58.8,2,310,TRUE,TRUE,180000,971.4285714,25200
12189,0,0,2,800,400,400,538,72,904,TRUE,171.6,72,643,TRUE,TRUE,230000,49260.49653,47200
12190,1,0,0,100,28,28,16,0,29,TRUE,0,0,28,TRUE,TRUE,65000,0,2800
12192,1,0,0,100,0,0,0,0,24,TRUE,0,0,0,TRUE,TRUE,65000,,0
12193,1,0,0,100,50,50,0,0,93,TRUE,0,0,50,TRUE,TRUE,65000,,5000
12194,1,0,0,100,2,2,0,0,9,TRUE,0,0,2,TRUE,TRUE,65000,,200
12195,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12196,0,1,0,200,90,90,91,0,279,TRUE,18.2,0,108,TRUE,TRUE,95000,0,9000
12197,1,0,0,100,50,50,40,0,60,TRUE,0,0,50,TRUE,TRUE,65000,0,5000
12198,0,0,1,400,121,121,87,0,280,TRUE,37.8,0,158,TRUE,TRUE,115000,0,12100
12202,0,1,2,1000,500,500,337,0,689,TRUE,32.4,0,532,TRUE,TRUE,325000,0,50000
12204,0,0,3,1200,554,554,30,0,550,TRUE,0,0,554,TRUE,TRUE,345000,0,55400
12206,0,0,0,0,0,0,1054,55,1109,TRUE,324.6,0,298,TRUE,TRUE,0,15822.24053,0
12209,0,0,2,800,393,393,568,0,968,TRUE,165.4,0,558,TRUE,TRUE,230000,0,39300
12222,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12226,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12303,0,0,2,800,400,400,956,120,1466,TRUE,322.6,120,842,TRUE,TRUE,230000,95624.26411,52000
12304,0,0,2,800,400,400,961,11,1678,TRUE,463.4,11,874,TRUE,TRUE,230000,3328.205128,41100
12306,0,0,5,2000,966,966,585,0,1383,TRUE,240.8,0,1206,TRUE,TRUE,575000,0,96600
12307,0,0,2,800,369,369,284,0,764,TRUE,0,0,369,TRUE,TRUE,230000,0,36900
12308,0,0,2,800,400,400,317,0,886,TRUE,131.4,0,531,TRUE,TRUE,230000,0,40000
12404,0,0,1,400,132,132,80,0,176,TRUE,0,0,132,TRUE,TRUE,115000,0,13200
12407,1,0,0,100,3,3,0,0,7,TRUE,0,0,3,TRUE,TRUE,65000,,300
12409,1,0,0,100,38,38,0,0,37,TRUE,0,0,38,TRUE,TRUE,65000,,3800
12410,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12411,1,0,0,100,17,17,0,0,23,TRUE,0,0,17,TRUE,TRUE,65000,,1700
12412,1,0,0,100,0,0,0,0,11,TRUE,0,0,0,TRUE,TRUE,65000,,0
12413,1,0,0,100,8,8,86,1,187,TRUE,42.8,0,50,TRUE,TRUE,65000,544.8275862,800
12414,0,0,2,800,374,374,216,0,334,TRUE,0,0,374,TRUE,TRUE,230000,0,37400
12416,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12417,1,0,0,100,0,0,0,0,7,TRUE,0,0,0,TRUE,TRUE,65000,,0
12418,1,0,0,100,20,20,0,0,18,TRUE,0,0,20,TRUE,TRUE,65000,,2000
12419,0,1,0,200,56,56,8,0,51,TRUE,0,0,56,TRUE,TRUE,95000,0,5600
12420,0,1,0,200,66,66,0,0,33,TRUE,0,0,66,TRUE,TRUE,95000,,6600
12421,1,0,0,100,0,0,0,0,7,TRUE,0,0,0,TRUE,TRUE,65000,,0
12422,1,0,0,100,0,0,0,0,3,TRUE,0,0,0,TRUE,TRUE,65000,,0
12423,1,0,0,100,6,6,0,0,60,TRUE,0,0,6,TRUE,TRUE,65000,,600
12424,1,0,0,100,0,0,0,0,5,TRUE,0,0,0,TRUE,TRUE,65000,,0
12427,0,0,1,400,131,131,0,0,148,TRUE,0,0,131,TRUE,TRUE,115000,,13100
12429,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12430,1,0,0,100,26,26,0,0,63,TRUE,0,0,26,TRUE,TRUE,65000,,2600
12431,0,1,0,200,72,72,8,0,88,TRUE,0,0,72,TRUE,TRUE,95000,0,7200
12433,1,0,0,100,40,40,0,0,47,TRUE,0,0,40,TRUE,TRUE,65000,,4000
12434,0,1,0,200,57,57,8,0,96,TRUE,0,0,57,TRUE,TRUE,95000,0,5700
12435,1,0,0,100,5,5,0,0,19,TRUE,0,0,5,TRUE,TRUE,65000,,500
12436,1,0,0,100,0,0,0,0,2,TRUE,0,0,0,TRUE,TRUE,65000,,0
12438,1,0,0,100,0,0,0,0,2,TRUE,0,0,0,TRUE,TRUE,65000,,0
12439,1,0,0,100,6,6,0,0,7,TRUE,0,0,6,TRUE,TRUE,65000,,600
12440,1,0,0,100,26,26,0,0,67,TRUE,0,0,26,TRUE,TRUE,65000,,2600
12441,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12442,1,0,0,100,20,20,0,0,19,TRUE,0,0,20,TRUE,TRUE,65000,,2000
12444,1,0,0,100,0,0,0,0,4,TRUE,0,0,0,TRUE,TRUE,65000,,0
12446,0,0,1,400,180,180,16,0,198,TRUE,0,0,180,TRUE,TRUE,115000,0,18000
12448,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12450,1,0,0,100,7,7,0,0,12,TRUE,0,0,7,TRUE,TRUE,65000,,700
12451,1,0,0,100,43,43,8,0,51,TRUE,0,0,43,TRUE,TRUE,65000,0,4300
12452,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12453,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12454,1,0,0,100,24,24,0,0,31,TRUE,0,0,24,TRUE,TRUE,65000,,2400
12455,1,0,0,100,31,31,8,0,80,TRUE,0,0,31,TRUE,TRUE,65000,0,3100
12456,1,0,0,100,12,12,0,0,57,TRUE,0,0,12,TRUE,TRUE,65000,,1200
12457,0,1,0,200,66,66,16,0,54,TRUE,0,0,66,TRUE,TRUE,95000,0,6600
12458,1,0,0,100,41,41,0,0,81,TRUE,0,0,41,TRUE,TRUE,65000,,4100
12459,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12460,1,0,0,100,29,29,0,0,27,TRUE,0,0,29,TRUE,TRUE,65000,,2900
12461,1,0,0,100,48,48,16,0,57,TRUE,0,0,48,TRUE,TRUE,65000,0,4800
12463,1,0,0,100,15,15,12,0,34,TRUE,0,0,15,TRUE,TRUE,65000,0,1500
12465,1,0,0,100,7,7,0,0,9,TRUE,0,0,7,TRUE,TRUE,65000,,700
12468,1,0,0,100,40,40,0,0,63,TRUE,0,0,40,TRUE,TRUE,65000,,4000
12469,1,0,0,100,16,16,0,0,16,TRUE,0,0,16,TRUE,TRUE,65000,,1600
12470,1,0,0,100,42,42,0,0,56,TRUE,0,0,42,TRUE,TRUE,65000,,4200
12471,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12472,1,0,0,100,16,16,0,0,41,TRUE,0,0,16,TRUE,TRUE,65000,,1600
12473,1,0,0,100,0,0,0,0,36,TRUE,0,0,0,TRUE,TRUE,65000,,0
12474,1,0,0,100,13,13,0,0,30,TRUE,0,0,13,TRUE,TRUE,65000,,1300
12475,1,0,0,100,16,16,0,0,19,TRUE,0,0,16,TRUE,TRUE,65000,,1600
12480,1,0,0,100,4,4,0,0,20,TRUE,0,0,4,TRUE,TRUE,65000,,400
12481,1,0,0,100,0,0,0,0,17,TRUE,0,0,0,TRUE,TRUE,65000,,0
12482,1,0,0,100,0,0,0,0,3,TRUE,0,0,0,TRUE,TRUE,65000,,0
12483,1,0,0,100,0,0,0,0,3,TRUE,0,0,0,TRUE,TRUE,65000,,0
12484,1,0,0,100,21,21,87,0,166,TRUE,64.2,0,85,TRUE,TRUE,65000,0,2100
12485,1,0,0,100,6,6,29,0,82,TRUE,25,0,31,TRUE,TRUE,65000,0,600
12486,1,0,0,100,30,30,0,0,86,TRUE,0,0,30,TRUE,TRUE,65000,,3000
12487,0,1,0,200,68,68,0,0,138,TRUE,0,0,68,TRUE,TRUE,95000,,6800
12489,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12490,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12491,0,1,0,200,86,86,0,0,99,TRUE,0,0,86,TRUE,TRUE,95000,,8600
12492,1,0,0,100,5,5,0,0,4,TRUE,0,0,5,TRUE,TRUE,65000,,500
12493,1,0,0,100,0,0,0,0,1,TRUE,0,0,0,TRUE,TRUE,65000,,0
12494,1,0,0,100,22,22,0,0,26,TRUE,0,0,22,TRUE,TRUE,65000,,2200
12495,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12496,1,0,0,100,23,23,0,0,44,TRUE,0,0,23,TRUE,TRUE,65000,,2300
12498,1,0,0,100,18,18,44,0,118,TRUE,26.4,0,44,TRUE,TRUE,65000,0,1800
12502,0,1,0,200,72,72,0,0,70,TRUE,0,0,72,TRUE,TRUE,95000,,7200
12503,1,0,0,100,11,11,0,0,29,TRUE,0,0,11,TRUE,TRUE,65000,,1100
12507,1,0,0,100,0,0,0,0,10,TRUE,0,0,0,TRUE,TRUE,65000,,0
12512,1,0,0,100,8,8,0,0,4,TRUE,0,0,8,TRUE,TRUE,65000,,800
12513,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12514,0,1,0,200,77,77,0,0,91,TRUE,0,0,77,TRUE,TRUE,95000,,7700
12515,1,0,0,100,37,37,0,0,57,TRUE,0,0,37,TRUE,TRUE,65000,,3700
12516,1,0,0,100,24,24,0,0,36,TRUE,0,0,24,TRUE,TRUE,65000,,2400
12517,1,0,0,100,14,14,0,0,19,TRUE,0,0,14,TRUE,TRUE,65000,,1400
12518,0,0,1,400,200,200,116,5,281,TRUE,36,5,241,TRUE,TRUE,115000,2250,20500
12521,1,0,0,100,0,0,18,0,38,TRUE,10.8,0,8,TRUE,TRUE,65000,0,0
12522,0,1,0,200,95,95,48,0,152,TRUE,0,0,95,TRUE,TRUE,95000,0,9500
12523,0,1,0,200,54,54,0,0,101,TRUE,0,0,54,TRUE,TRUE,95000,,5400
12524,0,1,1,600,300,300,490,10,629,TRUE,100.4,10,410,TRUE,TRUE,210000,4000,31000
12525,1,0,0,100,20,20,0,0,91,TRUE,0,0,20,TRUE,TRUE,65000,,2000
12526,0,1,0,200,56,56,8,0,78,TRUE,0,0,56,TRUE,TRUE,95000,0,5600
12529,0,1,0,200,68,68,0,0,73,TRUE,0,0,68,TRUE,TRUE,95000,,6800
12530,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12531,1,0,0,100,44,44,158,0,190,TRUE,92,0,136,TRUE,TRUE,65000,0,4400
12533,0,0,3,1200,600,600,830,94,1528,TRUE,487.4,94,1181,TRUE,TRUE,345000,42574.7036,69400
12540,0,1,1,600,300,300,187,5,576,TRUE,74,5,379,TRUE,TRUE,210000,2176.470588,30500
12542,0,1,0,200,100,100,167,2,257,TRUE,79.8,2,181,TRUE,TRUE,95000,933.3333333,10200
12543,0,0,1,400,133,133,0,0,146,TRUE,0,0,133,TRUE,TRUE,115000,,13300
12544,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
12545,1,0,0,100,50,50,100,2,118,TRUE,26.4,2,78,TRUE,TRUE,65000,1309.090909,5200
12546,0,1,0,200,60,60,29,0,114,TRUE,22.2,0,82,TRUE,TRUE,95000,0,6000
12547,1,0,0,100,42,42,142,0,188,TRUE,70,0,112,TRUE,TRUE,65000,0,4200
12548,1,0,0,100,6,6,0,0,61,TRUE,0,0,6,TRUE,TRUE,65000,,600
12549,1,0,0,100,28,28,558,0,643,TRUE,252.4,0,280,TRUE,TRUE,65000,0,2800
12553,0,0,1,400,200,200,945,51,1258,TRUE,513.4,51,764,TRUE,TRUE,115000,19619.76817,25100
12563,1,0,0,100,50,50,232,15,241,TRUE,53.4,15,118,TRUE,TRUE,65000,5867.18461,6500
12565,0,1,0,200,100,100,18,0,111,TRUE,10.8,0,110,TRUE,TRUE,95000,0,10000
