zipcode,Build_Small,Build_Medium,Build_Large,New_Total,U5_From_New,New_U5,Existing_Total,Expand_Total,Need_Total,Meet_Total_Demand,Existing_U5,Expand_U5,Need_U5,Meet_U5_Demand,Desert_Eliminated,Cost_Build,Cost_ExpandBase,Cost_U5_Equip
14138,1,0,0,100,38,38,66,0,142,TRUE,18.8,0,56,TRUE,TRUE,65000,0,3800
14139,0,1,0,200,90,90,0,0,163,TRUE,0,0,90,TRUE,TRUE,95000,,9000
14143,1,0,0,100,33,33,0,0,96,TRUE,0,0,33,TRUE,TRUE,65000,,3300
14145,0,1,0,200,71,71,32,0,77,TRUE,0,0,71,TRUE,TRUE,95000,0,7100
14166,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14167,0,1,0,200,88,88,0,0,86,TRUE,0,0,88,TRUE,TRUE,95000,,8800
14168,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14169,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14170,0,1,0,200,54,54,0,0,128,TRUE,0,0,54,TRUE,TRUE,95000,,5400
14171,1,0,0,100,38,38,40,0,59,TRUE,12,0,50,TRUE,TRUE,65000,0,3800
14172,0,1,0,200,84,84,16,0,135,TRUE,0,0,84,TRUE,TRUE,95000,0,8400
14174,1,0,0,100,50,50,214,28,268,TRUE,112.8,28,190,TRUE,TRUE,65000,14621.77326,7800
14201,1,0,1,500,250,250,596,71,1079,TRUE,185.2,71,506,TRUE,TRUE,180000,33065.43841,32100
14204,0,0,1,400,200,200,410,52,522,TRUE,61.6,52,313,TRUE,TRUE,115000,38425.29029,25200
14206,0,0,3,1200,445,445,308,42,1550,TRUE,136,42,623,TRUE,TRUE,345000,33260.93638,48700
14207,0,0,5,2000,823,823,830,0,2720,TRUE,246.2,0,1069,TRUE,TRUE,575000,0,82300
14208,0,0,2,800,340,340,467,0,724,TRUE,128.8,0,468,TRUE,TRUE,230000,0,34000
14212,0,0,3,1200,540,540,290,0,1399,TRUE,178.6,0,718,TRUE,TRUE,345000,0,54000
14213,0,0,6,2400,1200,1200,478,22,2444,TRUE,136.4,22,1358,TRUE,TRUE,690000,8480.188627,122200
14216,0,1,4,1800,900,900,338,28,1012,TRUE,160.2,28,1088,TRUE,TRUE,555000,14141.61262,92800
14217,0,1,1,600,300,300,401,0,984,TRUE,277.6,0,577,TRUE,TRUE,210000,0,30000
14218,0,0,4,1600,800,800,636,18,1745,TRUE,280,18,1098,TRUE,TRUE,460000,5729.032258,81800
14219,0,0,1,400,166,166,179,0,532,TRUE,60.2,0,226,TRUE,TRUE,115000,0,16600
14221,0,0,5,2000,1000,1000,2314,170,2526,TRUE,906.6,170,2076,TRUE,TRUE,575000,63179.16608,117000
14222,1,0,2,900,450,450,201,10,521,TRUE,159.4,10,619,TRUE,TRUE,295000,3652.892562,46000
14223,0,0,3,1200,596,596,515,0,925,TRUE,223,0,819,TRUE,TRUE,345000,0,59600
14224,0,0,4,1600,800,800,763,46,1649,TRUE,456.8,46,1302,TRUE,TRUE,460000,16046.37242,84600
14226,0,0,3,1200,600,600,1002,30,1445,TRUE,361.8,30,991,TRUE,TRUE,345000,9500,63000
14227,0,0,2,800,400,400,421,41,1225,TRUE,265,41,706,TRUE,TRUE,230000,15168.62411,44100
14228,0,0,2,800,353,353,794,0,1136,TRUE,471.6,0,824,TRUE,TRUE,230000,0,35300
14261,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14301,0,0,2,800,342,342,388,0,788,TRUE,102,0,444,TRUE,TRUE,230000,0,34200
14302,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14303,0,1,1,600,300,300,111,12,700,TRUE,10,12,322,TRUE,TRUE,210000,10059.09091,31200
14411,1,0,1,500,115,115,140,0,574,TRUE,67.6,0,182,TRUE,TRUE,180000,0,11500
14413,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14415,1,0,0,100,5,5,0,0,10,TRUE,0,0,5,TRUE,TRUE,65000,,500
14416,0,0,1,400,119,119,80,0,168,TRUE,28.8,0,147,TRUE,TRUE,115000,0,11900
14418,0,1,0,200,64,64,0,0,74,TRUE,0,0,64,TRUE,TRUE,95000,,6400
14420,0,0,1,400,200,200,636,76,816,TRUE,330,76,606,TRUE,TRUE,115000,35893.08509,27600
14422,0,1,0,200,94,94,0,0,155,TRUE,0,0,94,TRUE,TRUE,95000,,9400
14423,0,0,1,400,146,146,116,0,245,TRUE,38.4,0,184,TRUE,TRUE,115000,0,14600
14427,0,1,0,200,51,51,0,0,120,TRUE,0,0,51,TRUE,TRUE,95000,,5100
14428,0,0,2,800,374,374,76,0,327,TRUE,0,0,374,TRUE,TRUE,230000,0,37400
14432,1,0,0,100,50,50,329,31,363,TRUE,112.4,31,193,TRUE,TRUE,65000,14786.66667,8100
14433,1,0,1,500,242,242,69,0,465,TRUE,35,0,277,TRUE,TRUE,180000,0,24200
14435,1,0,0,100,50,50,0,0,91,TRUE,0,0,50,TRUE,TRUE,65000,,5000
14437,0,0,1,400,182,182,394,0,497,TRUE,20.8,0,202,TRUE,TRUE,115000,0,18200
14441,1,0,0,100,8,8,0,0,27,TRUE,0,0,8,TRUE,TRUE,65000,,800
14445,0,0,1,400,200,200,286,5,457,TRUE,0,5,205,TRUE,TRUE,115000,1381.679389,20500
14453,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14454,0,0,1,400,200,200,191,17,367,TRUE,54.2,17,271,TRUE,TRUE,115000,7286.192017,21700
14462,1,0,0,100,44,44,0,0,63,TRUE,0,0,44,TRUE,TRUE,65000,,4400
14464,0,0,2,800,323,323,55,0,483,TRUE,21.6,0,344,TRUE,TRUE,230000,0,32300
14466,1,0,0,100,28,28,0,0,55,TRUE,0,0,28,TRUE,TRUE,65000,,2800
14467,0,1,1,600,281,281,159,0,490,TRUE,78.6,0,359,TRUE,TRUE,210000,0,28100
14468,0,1,2,1000,500,500,384,18,993,TRUE,162.8,18,680,TRUE,TRUE,325000,6779.347826,51800
14469,0,0,1,400,177,177,96,0,216,TRUE,0,0,177,TRUE,TRUE,115000,0,17700
14470,1,0,1,500,238,238,135,0,528,TRUE,60.8,0,298,TRUE,TRUE,180000,0,23800
14471,1,0,0,100,50,50,96,7,115,TRUE,0,7,57,TRUE,TRUE,65000,3150,5700
14472,0,0,2,800,374,374,8,0,522,TRUE,0,0,374,TRUE,TRUE,230000,0,37400
14475,1,0,0,100,0,0,0,0,8,TRUE,0,0,0,TRUE,TRUE,65000,,0
14476,0,1,0,200,99,99,116,0,154,TRUE,9.6,0,108,TRUE,TRUE,95000,0,9900
14477,1,0,0,100,49,49,0,0,44,TRUE,0,0,49,TRUE,TRUE,65000,,4900
14478,1,0,0,100,31,31,0,0,22,TRUE,0,0,31,TRUE,TRUE,65000,,3100
14479,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14481,1,0,0,100,45,45,8,0,86,TRUE,0,0,45,TRUE,TRUE,65000,0,4500
14485,0,0,1,400,130,130,64,0,173,TRUE,12,0,142,TRUE,TRUE,115000,0,13000
14486,1,0,0,100,10,10,8,0,17,TRUE,0,0,10,TRUE,TRUE,65000,0,1000
14489,0,1,1,600,290,290,48,0,564,TRUE,33.6,0,323,TRUE,TRUE,210000,0,29000
14502,0,0,1,400,200,200,389,39,559,TRUE,210.6,39,449,TRUE,TRUE,115000,16265.66188,23900
14505,0,0,1,400,136,136,148,0,245,TRUE,0,0,136,TRUE,TRUE,115000,0,13600
14507,1,0,0,100,34,34,8,0,65,TRUE,0,0,34,TRUE,TRUE,65000,0,3400
14510,0,0,0,0,0,0,310,42,352,TRUE,184.8,0,179,TRUE,TRUE,0,21691.40883,0
14511,1,0,0,100,0,0,0,0,15,TRUE,0,0,0,TRUE,TRUE,65000,,0
14512,0,1,0,200,100,100,44,2,177,TRUE,0,2,102,TRUE,TRUE,95000,1309.090909,10200
14513,1,0,1,500,136,136,436,46,982,TRUE,268.8,46,450,TRUE,TRUE,180000,18615.75718,18200
14515,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14516,0,0,1,400,128,128,0,0,155,TRUE,0,0,128,TRUE,TRUE,115000,,12800
14517,0,1,0,200,79,79,16,0,198,TRUE,0,0,79,TRUE,TRUE,95000,0,7900
14519,0,1,1,600,300,300,310,17,639,TRUE,117.2,17,434,TRUE,TRUE,210000,6885.257427,31700
14521,0,0,1,400,141,141,8,0,265,TRUE,0,0,141,TRUE,TRUE,115000,0,14100
14522,0,1,1,600,271,271,41,0,424,TRUE,19.8,0,290,TRUE,TRUE,210000,0,27100
14525,0,1,0,200,99,99,91,0,131,TRUE,0,0,99,TRUE,TRUE,95000,0,9900
14526,0,0,3,1200,600,600,779,99,1081,TRUE,165.2,99,864,TRUE,TRUE,345000,52324.89972,69900
14527,0,0,2,800,400,400,336,15,695,TRUE,142.6,15,557,TRUE,TRUE,230000,4570.680628,41500
14529,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14530,0,0,1,400,178,178,151,0,519,TRUE,30.6,0,208,TRUE,TRUE,115000,0,17800
14533,0,1,0,200,90,90,0,0,97,TRUE,0,0,90,TRUE,TRUE,95000,,9000
14534,0,0,5,2000,989,989,1133,0,1901,TRUE,312.6,0,1301,TRUE,TRUE,575000,0,98900
14536,1,0,0,100,20,20,20,0,36,TRUE,0,0,20,TRUE,TRUE,65000,0,2000
14537,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14541,0,0,1,400,131,131,8,0,192,TRUE,0,0,131,TRUE,TRUE,115000,0,13100
14542,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14546,1,0,1,500,242,242,69,0,213,TRUE,0,0,242,TRUE,TRUE,180000,0,24200
14548,0,0,1,400,76,76,0,0,218,TRUE,0,0,76,TRUE,TRUE,115000,,7600
14549,1,0,0,100,41,41,0,0,21,TRUE,0,0,41,TRUE,TRUE,65000,,4100
14550,0,1,0,200,29,29,8,0,114,TRUE,0,0,29,TRUE,TRUE,95000,0,2900
14551,0,1,0,200,88,88,46,0,235,TRUE,22.8,0,110,TRUE,TRUE,95000,0,8800
14555,1,0,0,100,47,47,0,0,44,TRUE,0,0,47,TRUE,TRUE,65000,,4700
14556,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14557,1,0,0,100,4,4,0,0,4,TRUE,0,0,4,TRUE,TRUE,65000,,400
14560,1,0,0,100,42,42,16,0,84,TRUE,0,0,42,TRUE,TRUE,65000,0,4200
14561,1,0,0,100,38,38,0,0,88,TRUE,0,0,38,TRUE,TRUE,65000,,3800
14568,0,0,1,400,142,142,117,0,263,TRUE,0,0,142,TRUE,TRUE,115000,0,14200
14571,1,0,0,100,27,27,0,0,31,TRUE,0,0,27,TRUE,TRUE,65000,,2700
14572,0,0,1,400,72,72,138,0,446,TRUE,45.4,0,117,TRUE,TRUE,115000,0,7200
14585,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14588,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14590,0,0,1,400,48,48,46,0,295,TRUE,27.6,0,75,TRUE,TRUE,115000,0,4800
14591,0,1,0,200,66,66,72,0,103,TRUE,0,0,66,TRUE,TRUE,95000,0,6600
14592,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14607,1,0,0,100,50,50,234,14,266,TRUE,126.8,14,190,TRUE,TRUE,65000,6299.245852,6400
14608,0,0,1,400,200,200,764,14,989,TRUE,270.4,14,484,TRUE,TRUE,115000,3775.609756,21400
14610,0,0,2,800,357,357,237,0,493,TRUE,63.4,0,420,TRUE,TRUE,230000,0,35700
14615,0,0,5,2000,946,946,465,0,1551,TRUE,127,0,1073,TRUE,TRUE,575000,0,94600
14616,0,0,5,2000,802,802,428,0,2369,TRUE,164.4,0,966,TRUE,TRUE,575000,0,80200
14617,0,0,2,800,383,383,670,0,1067,TRUE,245.6,0,628,TRUE,TRUE,230000,0,38300
14620,1,0,0,100,0,0,676,31,807,TRUE,415,0,357,TRUE,TRUE,65000,9766.108007,0
14622,0,0,2,800,400,400,211,35,570,TRUE,24,35,459,TRUE,TRUE,230000,54347.23112,43500
14626,0,0,3,1200,600,600,620,84,1151,TRUE,301.8,84,985,TRUE,TRUE,345000,67431.79616,68400
14627,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14642,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14706,0,0,1,400,188,188,76,0,300,TRUE,4.8,0,192,TRUE,TRUE,115000,0,18800
14707,1,0,0,100,5,5,0,0,7,TRUE,0,0,5,TRUE,TRUE,65000,,500
14708,1,0,0,100,6,6,0,0,7,TRUE,0,0,6,TRUE,TRUE,65000,,600
14709,1,0,0,100,38,38,0,0,80,TRUE,0,0,38,TRUE,TRUE,65000,,3800
14710,0,1,0,200,71,71,0,0,174,TRUE,0,0,71,TRUE,TRUE,95000,,7100
14711,0,1,0,200,77,77,0,0,190,TRUE,0,0,77,TRUE,TRUE,95000,,7700
14712,1,0,0,100,50,50,56,9,73,TRUE,0,9,59,TRUE,TRUE,65000,8254.285714,5900
14714,1,0,0,100,43,43,0,0,61,TRUE,0,0,43,TRUE,TRUE,65000,,4300
14715,0,1,0,200,70,70,45,0,160,TRUE,18.2,0,88,TRUE,TRUE,95000,0,7000
14718,0,1,0,200,60,60,7,0,86,TRUE,0,0,60,TRUE,TRUE,95000,0,6000
14719,0,0,1,400,109,109,16,0,246,TRUE,0,0,109,TRUE,TRUE,115000,0,10900
14720,1,0,0,100,23,23,0,0,45,TRUE,0,0,23,TRUE,TRUE,65000,,2300
14721,1,0,0,100,0,0,0,0,7,TRUE,0,0,0,TRUE,TRUE,65000,,0
14722,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14723,1,0,0,100,46,46,0,0,83,TRUE,0,0,46,TRUE,TRUE,65000,,4600
14724,0,0,1,400,158,158,0,0,395,TRUE,0,0,158,TRUE,TRUE,115000,,15800
14726,0,1,1,600,289,289,0,0,522,TRUE,0,0,289,TRUE,TRUE,210000,,28900
14728,1,0,0,100,17,17,0,0,53,TRUE,0,0,17,TRUE,TRUE,65000,,1700
14729,1,0,0,100,26,26,0,0,39,TRUE,0,0,26,TRUE,TRUE,65000,,2600
14732,1,0,0,100,0,0,0,0,2,TRUE,0,0,0,TRUE,TRUE,65000,,0
14735,0,0,1,400,105,105,0,0,267,TRUE,0,0,105,TRUE,TRUE,115000,,10500
14736,1,0,0,100,6,6,0,0,6,TRUE,0,0,6,TRUE,TRUE,65000,,600
14737,0,0,1,400,143,143,182,0,364,TRUE,12,0,155,TRUE,TRUE,115000,0,14300
14738,0,1,0,200,96,96,75,0,246,TRUE,0,0,96,TRUE,TRUE,95000,0,9600
14739,1,0,0,100,50,50,129,24,213,TRUE,42.2,24,116,TRUE,TRUE,65000,28025.30612,7400
14740,1,0,0,100,24,24,0,0,41,TRUE,0,0,24,TRUE,TRUE,65000,,2400
14742,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14744,1,0,0,100,44,44,0,0,96,TRUE,0,0,44,TRUE,TRUE,65000,,4400
14747,0,0,1,400,104,104,15,0,177,TRUE,0,0,104,TRUE,TRUE,115000,0,10400
14748,1,0,0,100,11,11,0,0,29,TRUE,0,0,11,TRUE,TRUE,65000,,1100
14752,1,0,0,100,0,0,0,0,30,TRUE,0,0,0,TRUE,TRUE,65000,,0
14753,1,0,0,100,27,27,0,0,60,TRUE,0,0,27,TRUE,TRUE,65000,,2700
14754,1,0,0,100,31,31,0,0,40,TRUE,0,0,31,TRUE,TRUE,65000,,3100
14755,0,0,1,400,86,86,0,0,209,TRUE,0,0,86,TRUE,TRUE,115000,,8600
14756,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14767,0,1,0,200,68,68,16,0,211,TRUE,0,0,68,TRUE,TRUE,95000,0,6800
14769,1,0,0,100,40,40,16,0,70,TRUE,0,0,40,TRUE,TRUE,65000,0,4000
14770,0,1,0,200,83,83,70,0,234,TRUE,9,0,92,TRUE,TRUE,95000,0,8300
14772,0,0,1,400,152,152,108,0,322,TRUE,19.2,0,171,TRUE,TRUE,115000,0,15200
14775,0,0,1,400,88,88,0,0,231,TRUE,0,0,88,TRUE,TRUE,115000,,8800
14777,1,0,0,100,14,14,0,0,43,TRUE,0,0,14,TRUE,TRUE,65000,,1400
14778,1,0,0,100,2,2,0,0,2,TRUE,0,0,2,TRUE,TRUE,65000,,200
14779,0,0,1,400,128,128,335,0,624,TRUE,126.2,0,254,TRUE,TRUE,115000,0,12800
14781,0,0,1,400,116,116,0,0,163,TRUE,0,0,116,TRUE,TRUE,115000,,11600
14782,1,0,0,100,23,23,36,0,116,TRUE,21.6,0,44,TRUE,TRUE,65000,0,2300
14783,1,0,0,100,0,0,0,0,3,TRUE,0,0,0,TRUE,TRUE,65000,,0
14784,1,0,0,100,18,18,0,0,52,TRUE,0,0,18,TRUE,TRUE,65000,,1800
14785,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14787,0,0,1,400,129,129,53,0,395,TRUE,0,0,129,TRUE,TRUE,115000,0,12900
14788,1,0,0,100,0,0,0,0,1,TRUE,0,0,0,TRUE,TRUE,65000,,0
14801,0,1,1,600,299,299,136,0,544,TRUE,0,0,299,TRUE,TRUE,210000,0,29900
14803,0,1,0,200,74,74,24,0,110,TRUE,0,0,74,TRUE,TRUE,95000,0,7400
14804,1,0,0,100,29,29,28,0,73,TRUE,0,0,29,TRUE,TRUE,65000,0,2900
14806,0,1,0,200,85,85,16,0,166,TRUE,0,0,85,TRUE,TRUE,95000,0,8500
14807,0,0,1,400,148,148,76,0,170,TRUE,0,0,148,TRUE,TRUE,115000,0,14800
14808,1,0,0,100,7,7,0,0,22,TRUE,0,0,7,TRUE,TRUE,65000,,700
14809,0,0,1,400,154,154,60,0,332,TRUE,0,0,154,TRUE,TRUE,115000,0,15400
14812,0,1,0,200,63,63,0,0,172,TRUE,0,0,63,TRUE,TRUE,95000,,6300
14813,0,1,0,200,97,97,8,0,186,TRUE,0,0,97,TRUE,TRUE,95000,0,9700
14814,1,0,0,100,50,50,139,18,152,TRUE,34.2,18,102,TRUE,TRUE,65000,13120.62112,6800
14815,1,0,0,100,20,20,0,0,49,TRUE,0,0,20,TRUE,TRUE,65000,,2000
14816,1,0,0,100,17,17,0,0,42,TRUE,0,0,17,TRUE,TRUE,65000,,1700
14818,1,0,0,100,16,16,0,0,42,TRUE,0,0,16,TRUE,TRUE,65000,,1600
14819,1,0,0,100,32,32,0,0,93,TRUE,0,0,32,TRUE,TRUE,65000,,3200
14820,1,0,0,100,37,37,0,0,61,TRUE,0,0,37,TRUE,TRUE,65000,,3700
14821,0,1,0,200,90,90,24,0,140,TRUE,0,0,90,TRUE,TRUE,95000,0,9000
14822,1,0,0,100,45,45,0,0,73,TRUE,0,0,45,TRUE,TRUE,65000,,4500
14823,0,0,1,400,116,116,52,0,240,TRUE,0,0,116,TRUE,TRUE,115000,0,11600
14824,1,0,0,100,39,39,0,0,78,TRUE,0,0,39,TRUE,TRUE,65000,,3900
14825,1,0,0,100,10,10,0,0,43,TRUE,0,0,10,TRUE,TRUE,65000,,1000
14826,0,1,0,200,78,78,16,0,153,TRUE,0,0,78,TRUE,TRUE,95000,0,7800
14827,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14836,1,0,0,100,13,13,0,0,23,TRUE,0,0,13,TRUE,TRUE,65000,,1300
14837,1,0,1,500,237,237,31,0,511,TRUE,0,0,237,TRUE,TRUE,180000,0,23700
14838,0,1,0,200,70,70,16,0,107,TRUE,0,0,70,TRUE,TRUE,95000,0,7000
14839,1,0,0,100,5,5,0,0,18,TRUE,0,0,5,TRUE,TRUE,65000,,500
14840,1,0,0,100,50,50,75,5,76,TRUE,0,5,55,TRUE,TRUE,65000,3522.222222,5500
14841,1,0,0,100,17,17,0,0,49,TRUE,0,0,17,TRUE,TRUE,65000,,1700
14842,0,0,1,400,128,128,0,0,87,TRUE,0,0,128,TRUE,TRUE,115000,,12800
14846,1,0,0,100,25,25,0,0,91,TRUE,0,0,25,TRUE,TRUE,65000,,2500
14853,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14854,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14855,0,1,0,200,64,64,0,0,119,TRUE,0,0,64,TRUE,TRUE,95000,,6400
14856,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,TRUE,TRUE,0,,0
14859,1,0,0,100,48,48,0,0,80,TRUE,0,0,48,TRUE,TRUE,65000,,4800
14860,0,1,0,200,68,68,0,0,96,TRUE,0,0,68,TRUE,TRUE,95000,,6800
14861,1,0,0,100,16,16,0,0,63,TRUE,0,0,16,TRUE,TRUE,65000,,1600
14864,1,0,0,100,42,42,0,0,95,TRUE,0,0,42,TRUE,TRUE,65000,,4200
14865,1,0,0,100,27,27,95,0,120,TRUE,57,0,84,TRUE,TRUE,65000,0,2700
14867,0,0,1,400,172,172,26,0,364,TRUE,0,0,172,TRUE,TRUE,115000,0,17200
14871,1,0,1,500,220,220,60,0,232,TRUE,0,0,220,TRUE,TRUE,180000,0,22000
14872,1,0,0,100,12,12,0,0,58,TRUE,0,0,12,TRUE,TRUE,65000,,1200
14873,1,0,0,100,50,50,91,5,158,TRUE,21,5,76,TRUE,TRUE,65000,3740.740741,5500
14874,1,0,0,100,7,7,0,0,23,TRUE,0,0,7,TRUE,TRUE,65000,,700
14877,1,0,0,100,28,28,0,0,56,TRUE,0,0,28,TRUE,TRUE,65000,,2800
14878,1,0,0,100,38,38,0,0,94,TRUE,0,0,38,TRUE,TRUE,65000,,3800
14882,0,0,1,400,172,172,16,0,268,TRUE,0,0,172,TRUE,TRUE,115000,0,17200
14883,1,0,1,500,219,219,32,0,356,TRUE,0,0,219,TRUE,TRUE,180000,0,21900
14884,1,0,0,100,0,0,30,0,41,TRUE,25.2,0,22,TRUE,TRUE,65000,0,0
14885,1,0,0,100,0,0,39,0,56,TRUE,23.4,0,10,TRUE,TRUE,65000,0,0
14886,0,1,0,200,77,77,116,0,282,TRUE,57.6,0,134,TRUE,TRUE,95000,0,7700
14889,1,0,0,100,50,50,60,8,118,TRUE,0,8,58,TRUE,TRUE,65000,8027.272727,5800
14891,0,0,1,400,161,161,157,0,300,TRUE,49.2,0,210,TRUE,TRUE,115000,0,16100
14892,0,0,1,400,149,149,52,0,433,TRUE,9.6,0,158,TRUE,TRUE,115000,0,14900
14893,1,0,0,100,0,0,0,0,6,TRUE,0,0,0,TRUE,TRUE,65000,,0
14894,0,1,0,200,57,57,0,0,105,TRUE,0,0,57,TRUE,TRUE,95000,,5700
14897,1,0,0,100,22,22,16,0,82,TRUE,12.8,0,34,TRUE,TRUE,65000,0,2200
14898,0,1,0,200,87,87,0,0,125,TRUE,0,0,87,TRUE,TRUE,95000,,8700
